Feature,clusternum,cluster_name
Nuclei_Correlation_K_AGP_Mito,80,Cells_Correlation_K_AGP_Mito
Nuclei_Correlation_K_BODIPYRNA_AGP,79,Cells_Correlation_K_AGP_DNA
Nuclei_Correlation_K_BODIPYRNA_DNA,112,Cells_Correlation_K_BODIPYRNA_DNA
Nuclei_Correlation_K_BODIPYRNA_Mito,478,Nuclei_Correlation_K_BODIPYRNA_Mito
Nuclei_Correlation_K_DNA_AGP,79,Cells_Correlation_K_AGP_DNA
Nuclei_Correlation_K_DNA_BODIPYRNA,111,Cells_Correlation_K_DNA_BODIPYRNA
Nuclei_Correlation_K_DNA_Mito,18,Cells_Correlation_K_DNA_Mito
Nuclei_Correlation_K_Mito_AGP,78,Cells_Correlation_K_Mito_AGP
Nuclei_Correlation_K_Mito_BODIPYRNA,475,Cells_Correlation_K_BODIPYRNA_Mito
Nuclei_Correlation_K_Mito_DNA,18,Cells_Correlation_K_DNA_Mito
Nuclei_Correlation_Overlap_AGP_BODIPYRNA,139,Nuclei_Correlation_Overlap_AGP_BODIPYRNA
Nuclei_Correlation_Overlap_AGP_DNA,546,Nuclei_Correlation_Overlap_AGP_DNA
Nuclei_Correlation_Overlap_AGP_Mito,242,Nuclei_Correlation_Overlap_AGP_Mito
Nuclei_Correlation_Overlap_BODIPYRNA_DNA,241,Cells_Correlation_Overlap_BODIPYRNA_DNA
Nuclei_Correlation_Overlap_BODIPYRNA_Mito,105,Nuclei_AreaShape_Zernike_9_7
Nuclei_Correlation_Overlap_DNA_Mito,122,Nuclei_Correlation_Overlap_DNA_Mito
Nuclei_Granularity_10_AGP,392,Cells_Granularity_10_AGP
Nuclei_Granularity_10_BODIPYRNA,429,Nuclei_Granularity_10_BODIPYRNA
Nuclei_Granularity_10_DNA,432,Nuclei_Granularity_10_DNA
Nuclei_Granularity_10_Mito,564,Nuclei_Granularity_10_Mito
Nuclei_Granularity_11_AGP,275,Cells_Granularity_11_AGP
Nuclei_Granularity_11_BODIPYRNA,703,Nuclei_Granularity_11_BODIPYRNA
Nuclei_Granularity_11_DNA,702,Cells_Granularity_11_DNA
Nuclei_Granularity_11_Mito,381,Cells_Granularity_11_Mito
Nuclei_Granularity_12_AGP,289,Cells_Granularity_12_AGP
Nuclei_Granularity_12_BODIPYRNA,393,Cells_Granularity_12_BODIPYRNA
Nuclei_Granularity_12_DNA,396,Cells_Granularity_12_DNA
Nuclei_Granularity_12_Mito,337,Cells_Granularity_12_Mito
Nuclei_Granularity_13_AGP,305,Cells_Granularity_13_AGP
Nuclei_Granularity_13_BODIPYRNA,679,Cells_Granularity_13_BODIPYRNA
Nuclei_Granularity_13_DNA,682,Cells_Granularity_13_DNA
Nuclei_Granularity_13_Mito,558,Cells_Granularity_13_Mito
Nuclei_Granularity_14_AGP,384,Cells_Granularity_14_AGP
Nuclei_Granularity_14_BODIPYRNA,344,Cells_Granularity_14_BODIPYRNA
Nuclei_Granularity_14_DNA,347,Cells_Granularity_14_DNA
Nuclei_Granularity_14_Mito,425,Cells_Granularity_14_Mito
Nuclei_Granularity_15_AGP,350,Cells_Granularity_15_AGP
Nuclei_Granularity_15_BODIPYRNA,176,Cells_Granularity_15_BODIPYRNA
Nuclei_Granularity_15_DNA,173,Cells_Granularity_15_DNA
Nuclei_Granularity_15_Mito,686,Cells_Granularity_15_Mito
Nuclei_Granularity_16_AGP,295,Cells_Granularity_16_AGP
Nuclei_Granularity_16_BODIPYRNA,746,Cells_Granularity_16_BODIPYRNA
Nuclei_Granularity_16_DNA,713,Cells_Granularity_16_DNA
Nuclei_Granularity_16_Mito,389,Cells_Granularity_16_Mito
Nuclei_Granularity_1_AGP,168,Cells_Granularity_1_AGP
Nuclei_Granularity_1_BODIPYRNA,169,Cells_Granularity_1_BODIPYRNA
Nuclei_Granularity_1_DNA,251,Nuclei_Granularity_1_DNA
Nuclei_Granularity_1_Mito,169,Cells_Granularity_1_BODIPYRNA
Nuclei_Granularity_2_AGP,256,Cytoplasm_Granularity_3_BODIPYRNA
Nuclei_Granularity_2_BODIPYRNA,222,Cells_Granularity_2_BODIPYRNA
Nuclei_Granularity_2_DNA,220,Cells_Granularity_2_DNA
Nuclei_Granularity_2_Mito,302,Cells_Granularity_4_AGP
Nuclei_Granularity_3_AGP,256,Cytoplasm_Granularity_3_BODIPYRNA
Nuclei_Granularity_3_BODIPYRNA,259,Nuclei_Granularity_3_BODIPYRNA
Nuclei_Granularity_3_DNA,705,Nuclei_Granularity_3_DNA
Nuclei_Granularity_3_Mito,484,Cells_RadialDistribution_MeanFrac_BODIPYRNA_3of4
Nuclei_Granularity_4_AGP,302,Cells_Granularity_4_AGP
Nuclei_Granularity_4_BODIPYRNA,165,Nuclei_Granularity_4_BODIPYRNA
Nuclei_Granularity_4_DNA,547,Nuclei_AreaShape_Zernike_1_1
Nuclei_Granularity_4_Mito,163,Nuclei_Granularity_4_Mito
Nuclei_Granularity_5_AGP,292,Cells_Mean_LargeBODIPYObjects_Granularity_5_AGP
Nuclei_Granularity_5_BODIPYRNA,140,Cells_Granularity_5_BODIPYRNA
Nuclei_Granularity_5_DNA,241,Cells_Correlation_Overlap_BODIPYRNA_DNA
Nuclei_Granularity_5_Mito,140,Cells_Granularity_5_BODIPYRNA
Nuclei_Granularity_6_BODIPYRNA,87,Cells_Granularity_6_BODIPYRNA
Nuclei_Granularity_6_DNA,253,Cells_Granularity_6_DNA
Nuclei_Granularity_6_Mito,106,Cells_AreaShape_Area
Nuclei_Granularity_7_BODIPYRNA,660,Nuclei_Granularity_7_BODIPYRNA
Nuclei_Granularity_7_DNA,245,Cells_Granularity_7_DNA
Nuclei_Granularity_7_Mito,667,Cells_Granularity_7_Mito
Nuclei_Granularity_8_AGP,783,Nuclei_Granularity_8_AGP
Nuclei_Granularity_8_BODIPYRNA,733,Nuclei_Granularity_8_BODIPYRNA
Nuclei_Granularity_8_DNA,737,Nuclei_Granularity_8_DNA
Nuclei_Granularity_8_Mito,735,Nuclei_Granularity_8_Mito
Nuclei_Granularity_9_AGP,294,Cells_Granularity_7_AGP
Nuclei_Granularity_9_BODIPYRNA,388,Nuclei_Granularity_9_BODIPYRNA
Nuclei_Granularity_9_DNA,366,Nuclei_Granularity_9_DNA
Nuclei_Granularity_9_Mito,712,Nuclei_Granularity_9_Mito
Nuclei_Intensity_IntegratedIntensityEdge_AGP,77,Cells_Intensity_MaxIntensityEdge_AGP
Nuclei_Intensity_IntegratedIntensityEdge_BODIPYRNA,765,Nuclei_Intensity_IntegratedIntensityEdge_BODIPYRNA
Nuclei_Intensity_IntegratedIntensityEdge_DNA,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Intensity_IntegratedIntensityEdge_Mito,640,Nuclei_Intensity_IntegratedIntensityEdge_Mito
Nuclei_Intensity_IntegratedIntensity_AGP,77,Cells_Intensity_MaxIntensityEdge_AGP
Nuclei_Intensity_IntegratedIntensity_BODIPYRNA,665,Nuclei_Intensity_IntegratedIntensity_BODIPYRNA
Nuclei_Intensity_IntegratedIntensity_DNA,776,Nuclei_Intensity_IntegratedIntensity_DNA
Nuclei_Intensity_IntegratedIntensity_Mito,640,Nuclei_Intensity_IntegratedIntensityEdge_Mito
Nuclei_Intensity_LowerQuartileIntensity_AGP,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Intensity_LowerQuartileIntensity_DNA,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Intensity_LowerQuartileIntensity_Mito,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
Nuclei_Intensity_MADIntensity_AGP,101,Cells_Intensity_MADIntensity_AGP
Nuclei_Intensity_MADIntensity_BODIPYRNA,194,Cells_Texture_InfoMeas2_BODIPYRNA_20_02_256
Nuclei_Intensity_MADIntensity_DNA,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Intensity_MADIntensity_Mito,505,Nuclei_Intensity_MADIntensity_Mito
Nuclei_Intensity_MassDisplacement_AGP,334,Nuclei_Intensity_MassDisplacement_AGP
Nuclei_Intensity_MassDisplacement_BODIPYRNA,573,Nuclei_Intensity_MassDisplacement_BODIPYRNA
Nuclei_Intensity_MassDisplacement_DNA,827,Nuclei_Intensity_MassDisplacement_DNA
Nuclei_Intensity_MassDisplacement_Mito,169,Cells_Granularity_1_BODIPYRNA
Nuclei_Intensity_MaxIntensityEdge_AGP,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Intensity_MaxIntensityEdge_BODIPYRNA,787,Cytoplasm_Intensity_MaxIntensityEdge_BODIPYRNA
Nuclei_Intensity_MaxIntensityEdge_DNA,56,Cells_Intensity_StdIntensity_DNA
Nuclei_Intensity_MaxIntensityEdge_Mito,627,Cells_Intensity_MaxIntensity_Mito
Nuclei_Intensity_MaxIntensity_AGP,99,Cells_Intensity_MaxIntensity_AGP
Nuclei_Intensity_MaxIntensity_BODIPYRNA,459,Cells_Intensity_MaxIntensity_BODIPYRNA
Nuclei_Intensity_MaxIntensity_DNA,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Intensity_MaxIntensity_Mito,627,Cells_Intensity_MaxIntensity_Mito
Nuclei_Intensity_MeanIntensityEdge_AGP,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Intensity_MeanIntensityEdge_BODIPYRNA,789,Cells_Intensity_MaxIntensityEdge_BODIPYRNA
Nuclei_Intensity_MeanIntensityEdge_DNA,56,Cells_Intensity_StdIntensity_DNA
Nuclei_Intensity_MeanIntensityEdge_Mito,622,Cells_Intensity_MaxIntensityEdge_Mito
Nuclei_Intensity_MeanIntensity_AGP,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Intensity_MeanIntensity_BODIPYRNA,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Intensity_MeanIntensity_DNA,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Intensity_MeanIntensity_Mito,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
Nuclei_Intensity_MedianIntensity_AGP,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Intensity_MedianIntensity_BODIPYRNA,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Intensity_MedianIntensity_DNA,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Intensity_MedianIntensity_Mito,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
Nuclei_Intensity_MinIntensityEdge_AGP,77,Cells_Intensity_MaxIntensityEdge_AGP
Nuclei_Intensity_MinIntensityEdge_BODIPYRNA,768,Cells_Texture_SumAverage_BODIPYRNA_20_00_256
Nuclei_Intensity_MinIntensityEdge_DNA,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Intensity_MinIntensityEdge_Mito,749,Nuclei_Intensity_MinIntensityEdge_Mito
Nuclei_Intensity_MinIntensity_AGP,77,Cells_Intensity_MaxIntensityEdge_AGP
Nuclei_Intensity_MinIntensity_BODIPYRNA,768,Cells_Texture_SumAverage_BODIPYRNA_20_00_256
Nuclei_Intensity_MinIntensity_DNA,45,Nuclei_Intensity_IntegratedIntensityEdge_DNA
Nuclei_Intensity_MinIntensity_Mito,749,Nuclei_Intensity_MinIntensityEdge_Mito
Nuclei_Intensity_StdIntensityEdge_AGP,100,Cells_Intensity_StdIntensity_AGP
Nuclei_Intensity_StdIntensityEdge_BODIPYRNA,30,Nuclei_Intensity_StdIntensityEdge_BODIPYRNA
Nuclei_Intensity_StdIntensityEdge_DNA,56,Cells_Intensity_StdIntensity_DNA
Nuclei_Intensity_StdIntensityEdge_Mito,504,Nuclei_Intensity_StdIntensityEdge_Mito
Nuclei_Intensity_StdIntensity_AGP,101,Cells_Intensity_MADIntensity_AGP
Nuclei_Intensity_StdIntensity_BODIPYRNA,611,Nuclei_Intensity_StdIntensity_BODIPYRNA
Nuclei_Intensity_StdIntensity_DNA,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Intensity_StdIntensity_Mito,504,Nuclei_Intensity_StdIntensityEdge_Mito
Nuclei_Intensity_UpperQuartileIntensity_AGP,98,Cells_Correlation_K_AGP_BODIPYRNA
Nuclei_Intensity_UpperQuartileIntensity_BODIPYRNA,786,Nuclei_Intensity_LowerQuartileIntensity_BODIPYRNA
Nuclei_Intensity_UpperQuartileIntensity_DNA,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Intensity_UpperQuartileIntensity_Mito,433,Nuclei_Intensity_LowerQuartileIntensity_Mito
Nuclei_Neighbors_AngleBetweenNeighbors_2,141,Nuclei_Neighbors_AngleBetweenNeighbors_2
Nuclei_Neighbors_FirstClosestDistance_2,106,Cells_AreaShape_Area
Nuclei_Neighbors_FirstClosestObjectNumber_2,104,Cells_AreaShape_MajorAxisLength
Nuclei_Neighbors_NumberOfNeighbors_2,781,Nuclei_Neighbors_NumberOfNeighbors_2
Nuclei_Neighbors_PercentTouching_2,781,Nuclei_Neighbors_NumberOfNeighbors_2
Nuclei_Neighbors_SecondClosestDistance_2,106,Cells_AreaShape_Area
Nuclei_Neighbors_SecondClosestObjectNumber_2,104,Cells_AreaShape_MajorAxisLength
Nuclei_Number_Object_Number,104,Cells_AreaShape_MajorAxisLength
Nuclei_RadialDistribution_FracAtD_AGP_1of4,107,Nuclei_AreaShape_Eccentricity
Nuclei_RadialDistribution_FracAtD_AGP_2of4,19,Nuclei_RadialDistribution_FracAtD_AGP_2of4
Nuclei_RadialDistribution_FracAtD_AGP_3of4,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_RadialDistribution_FracAtD_AGP_4of4,812,Nuclei_RadialDistribution_FracAtD_AGP_4of4
Nuclei_RadialDistribution_FracAtD_BODIPYRNA_1of4,108,Nuclei_AreaShape_Compactness
Nuclei_RadialDistribution_FracAtD_BODIPYRNA_2of4,105,Nuclei_AreaShape_Zernike_9_7
Nuclei_RadialDistribution_FracAtD_BODIPYRNA_3of4,218,Nuclei_AreaShape_MaximumRadius
Nuclei_RadialDistribution_FracAtD_BODIPYRNA_4of4,124,Nuclei_RadialDistribution_FracAtD_BODIPYRNA_4of4
Nuclei_RadialDistribution_FracAtD_DNA_1of4,108,Nuclei_AreaShape_Compactness
Nuclei_RadialDistribution_FracAtD_DNA_2of4,105,Nuclei_AreaShape_Zernike_9_7
Nuclei_RadialDistribution_FracAtD_DNA_3of4,260,Nuclei_RadialDistribution_FracAtD_DNA_3of4
Nuclei_RadialDistribution_FracAtD_DNA_4of4,122,Nuclei_Correlation_Overlap_DNA_Mito
Nuclei_RadialDistribution_FracAtD_Mito_1of4,38,Nuclei_RadialDistribution_FracAtD_Mito_1of4
Nuclei_RadialDistribution_FracAtD_Mito_2of4,813,Nuclei_RadialDistribution_FracAtD_Mito_2of4
Nuclei_RadialDistribution_FracAtD_Mito_3of4,278,Nuclei_Correlation_Correlation_BODIPYRNA_Mito
Nuclei_RadialDistribution_FracAtD_Mito_4of4,279,Nuclei_RadialDistribution_FracAtD_Mito_4of4
Nuclei_RadialDistribution_MeanFrac_AGP_1of4,314,Nuclei_RadialDistribution_MeanFrac_AGP_1of4
Nuclei_RadialDistribution_MeanFrac_AGP_2of4,314,Nuclei_RadialDistribution_MeanFrac_AGP_1of4
Nuclei_RadialDistribution_MeanFrac_AGP_3of4,280,Nuclei_Correlation_Correlation_AGP_DNA
Nuclei_RadialDistribution_MeanFrac_AGP_4of4,280,Nuclei_Correlation_Correlation_AGP_DNA
Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_1of4,125,Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_1of4
Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_2of4,124,Nuclei_RadialDistribution_FracAtD_BODIPYRNA_4of4
Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_3of4,218,Nuclei_AreaShape_MaximumRadius
Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_4of4,539,Nuclei_RadialDistribution_MeanFrac_BODIPYRNA_4of4
Nuclei_RadialDistribution_MeanFrac_DNA_1of4,544,Nuclei_RadialDistribution_MeanFrac_DNA_1of4
Nuclei_RadialDistribution_MeanFrac_DNA_2of4,544,Nuclei_RadialDistribution_MeanFrac_DNA_1of4
Nuclei_RadialDistribution_MeanFrac_DNA_3of4,545,Nuclei_RadialDistribution_MeanFrac_DNA_3of4
Nuclei_RadialDistribution_MeanFrac_DNA_4of4,128,Nuclei_RadialDistribution_MeanFrac_DNA_4of4
Nuclei_RadialDistribution_MeanFrac_Mito_1of4,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_RadialDistribution_MeanFrac_Mito_2of4,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_RadialDistribution_MeanFrac_Mito_3of4,278,Nuclei_Correlation_Correlation_BODIPYRNA_Mito
Nuclei_RadialDistribution_MeanFrac_Mito_4of4,278,Nuclei_Correlation_Correlation_BODIPYRNA_Mito
Nuclei_RadialDistribution_RadialCV_AGP_1of4,708,Nuclei_RadialDistribution_RadialCV_AGP_1of4
Nuclei_RadialDistribution_RadialCV_AGP_2of4,849,Nuclei_RadialDistribution_RadialCV_AGP_2of4
Nuclei_RadialDistribution_RadialCV_AGP_3of4,298,Nuclei_RadialDistribution_RadialCV_AGP_3of4
Nuclei_RadialDistribution_RadialCV_AGP_4of4,256,Cytoplasm_Granularity_3_BODIPYRNA
Nuclei_RadialDistribution_RadialCV_BODIPYRNA_1of4,107,Nuclei_AreaShape_Eccentricity
Nuclei_RadialDistribution_RadialCV_BODIPYRNA_2of4,251,Nuclei_Granularity_1_DNA
Nuclei_RadialDistribution_RadialCV_BODIPYRNA_3of4,575,Nuclei_RadialDistribution_RadialCV_BODIPYRNA_3of4
Nuclei_RadialDistribution_RadialCV_BODIPYRNA_4of4,318,Nuclei_Correlation_Correlation_AGP_BODIPYRNA
Nuclei_RadialDistribution_RadialCV_DNA_1of4,73,Nuclei_RadialDistribution_RadialCV_DNA_1of4
Nuclei_RadialDistribution_RadialCV_DNA_2of4,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_RadialDistribution_RadialCV_DNA_3of4,281,Nuclei_RadialDistribution_FracAtD_AGP_3of4
Nuclei_RadialDistribution_RadialCV_DNA_4of4,107,Nuclei_AreaShape_Eccentricity
Nuclei_RadialDistribution_RadialCV_Mito_1of4,636,Nuclei_RadialDistribution_RadialCV_Mito_1of4
Nuclei_RadialDistribution_RadialCV_Mito_2of4,328,Cytoplasm_Granularity_2_BODIPYRNA
Nuclei_RadialDistribution_RadialCV_Mito_3of4,333,Cells_Correlation_Correlation_AGP_DNA
Nuclei_RadialDistribution_RadialCV_Mito_4of4,333,Cells_Correlation_Correlation_AGP_DNA
Nuclei_Texture_AngularSecondMoment_AGP_10_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_10_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_10_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_10_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_5_00_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_5_01_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_5_02_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_AGP_5_03_256,97,Cells_Texture_AngularSecondMoment_AGP_10_00_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256,416,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_01_256,462,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_01_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_02_256,416,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_00_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_03_256,455,Nuclei_Texture_AngularSecondMoment_BODIPYRNA_10_03_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_00_256,420,Cells_Texture_DifferenceVariance_BODIPYRNA_20_00_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_01_256,420,Cells_Texture_DifferenceVariance_BODIPYRNA_20_00_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_02_256,420,Cells_Texture_DifferenceVariance_BODIPYRNA_20_00_256
Nuclei_Texture_AngularSecondMoment_BODIPYRNA_5_03_256,420,Cells_Texture_DifferenceVariance_BODIPYRNA_20_00_256
Nuclei_Texture_AngularSecondMoment_DNA_10_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_AngularSecondMoment_DNA_10_01_256,774,Nuclei_Texture_AngularSecondMoment_DNA_10_01_256
Nuclei_Texture_AngularSecondMoment_DNA_10_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_AngularSecondMoment_DNA_10_03_256,809,Nuclei_Texture_AngularSecondMoment_DNA_10_03_256
Nuclei_Texture_AngularSecondMoment_DNA_5_00_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_AngularSecondMoment_DNA_5_01_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_AngularSecondMoment_DNA_5_02_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_AngularSecondMoment_DNA_5_03_256,44,Cells_Intensity_MaxIntensity_DNA
Nuclei_Texture_AngularSecondMoment_Mito_10_00_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_AngularSecondMoment_Mito_10_01_256,618,Nuclei_Texture_AngularSecondMoment_Mito_10_01_256
Nuclei_Texture_AngularSecondMoment_Mito_10_02_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_AngularSecondMoment_Mito_10_03_256,624,Nuclei_Texture_AngularSecondMoment_Mito_10_03_256
Nuclei_Texture_AngularSecondMoment_Mito_5_00_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_AngularSecondMoment_Mito_5_01_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_AngularSecondMoment_Mito_5_02_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_AngularSecondMoment_Mito_5_03_256,506,Nuclei_Texture_AngularSecondMoment_Mito_10_00_256
Nuclei_Texture_Contrast_AGP_10_00_256,102,Cells_Texture_Contrast_AGP_20_00_256
Nuclei_Texture_Contrast_AGP_10_01_256,102,Cells_Texture_Contrast_AGP_20_00_256
Nuclei_Texture_Contrast_AGP_10_02_256,102,Cells_Texture_Contrast_AGP_20_00_256
Nuclei_Texture_Contrast_AGP_10_03_256,102,Cells_Texture_Contrast_AGP_20_00_256
Nuclei_Texture_Contrast_AGP_5_00_256,101,Cells_Intensity_MADIntensity_AGP
Nuclei_Texture_Contrast_AGP_5_01_256,102,Cells_Texture_Contrast_AGP_20_00_256
Nuclei_Texture_Contrast_AGP_5_02_256,101,Cells_Intensity_MADIntensity_AGP
Nuclei_Texture_Contrast_AGP_5_03_256,102,Cells_Texture_Contrast_AGP_20_00_256
Nuclei_Texture_Contrast_BODIPYRNA_10_00_256,613,Nuclei_Texture_Contrast_BODIPYRNA_10_00_256
Nuclei_Texture_Contrast_BODIPYRNA_10_01_256,662,Nuclei_Texture_Contrast_BODIPYRNA_10_01_256
Nuclei_Texture_Contrast_BODIPYRNA_10_02_256,612,Nuclei_Texture_Contrast_BODIPYRNA_10_02_256
Nuclei_Texture_Contrast_BODIPYRNA_10_03_256,353,Nuclei_Texture_Contrast_BODIPYRNA_10_03_256
Nuclei_Texture_Contrast_BODIPYRNA_5_00_256,611,Nuclei_Intensity_StdIntensity_BODIPYRNA
Nuclei_Texture_Contrast_BODIPYRNA_5_01_256,609,Nuclei_Texture_Contrast_BODIPYRNA_5_01_256
Nuclei_Texture_Contrast_BODIPYRNA_5_02_256,610,Nuclei_Texture_Contrast_BODIPYRNA_5_02_256
Nuclei_Texture_Contrast_BODIPYRNA_5_03_256,611,Nuclei_Intensity_StdIntensity_BODIPYRNA
Nuclei_Texture_Contrast_DNA_10_00_256,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Texture_Contrast_DNA_10_01_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_Contrast_DNA_10_02_256,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Texture_Contrast_DNA_10_03_256,46,Cells_Texture_SumVariance_DNA_10_03_256
Nuclei_Texture_Contrast_DNA_5_00_256,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Texture_Contrast_DNA_5_01_256,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Texture_Contrast_DNA_5_02_256,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Texture_Contrast_DNA_5_03_256,58,Nuclei_Intensity_MADIntensity_DNA
Nuclei_Texture_Contrast_Mito_10_00_256,504,Nuclei_Intensity_StdIntensityEdge_Mito
Nuclei_Texture_Contrast_Mito_10_01_256,505,Nuclei_Intensity_MADIntensity_Mito
Nuclei_Texture_Contrast_Mito_10_02_256,498,Cells_Texture_Contrast_Mito_10_02_256
Nuclei_Texture_Contrast_Mito_10_03_256,503,Cells_Texture_Contrast_Mito_10_03_256
Nuclei_Texture_Contrast_Mito_5_00_256,495,Nuclei_Texture_Contrast_Mito_5_00_256
Nuclei_Texture_Contrast_Mito_5_01_256,505,Nuclei_Intensity_MADIntensity_Mito
Nuclei_Texture_Contrast_Mito_5_02_256,498,Cells_Texture_Contrast_Mito_10_02_256
Nuclei_Texture_Contrast_Mito_5_03_256,503,Cells_Texture_Contrast_Mito_10_03_256
Nuclei_Texture_Correlation_AGP_10_00_256,678,Nuclei_Texture_Correlation_AGP_10_00_256
Nuclei_Texture_Correlation_AGP_10_01_256,274,Nuclei_Texture_Correlation_AGP_10_01_256
Nuclei_Texture_Correlation_AGP_10_02_256,375,Nuclei_Texture_Correlation_AGP_10_02_256
Nuclei_Texture_Correlation_AGP_10_03_256,182,Nuclei_Texture_Correlation_AGP_10_03_256
Nuclei_Texture_Correlation_AGP_5_00_256,378,Nuclei_Texture_Correlation_AGP_5_00_256
Nuclei_Texture_Correlation_AGP_5_01_256,720,Nuclei_Texture_Correlation_AGP_5_01_256
Nuclei_Texture_Correlation_AGP_5_02_256,744,Nuclei_Texture_Correlation_AGP_5_02_256
Nuclei_Texture_Correlation_AGP_5_03_256,186,Nuclei_Texture_Correlation_AGP_5_03_256
Nuclei_Texture_Correlation_BODIPYRNA_10_00_256,676,Nuclei_Texture_Correlation_BODIPYRNA_10_00_256
Nuclei_Texture_Correlation_BODIPYRNA_10_01_256,273,Cells_Texture_Correlation_AGP_20_01_256
Nuclei_Texture_Correlation_BODIPYRNA_10_02_256,373,Nuclei_Texture_Correlation_BODIPYRNA_10_02_256
Nuclei_Texture_Correlation_BODIPYRNA_10_03_256,179,Nuclei_Texture_Correlation_BODIPYRNA_10_03_256
Nuclei_Texture_Correlation_BODIPYRNA_5_00_256,676,Nuclei_Texture_Correlation_BODIPYRNA_10_00_256
Nuclei_Texture_Correlation_BODIPYRNA_5_01_256,272,Nuclei_Texture_Correlation_BODIPYRNA_5_01_256
